code,name,parent_code,level,aliases
M66.87,"Spontaneous rupture of other tendons, ankle and foot",M66.8,5,
M66.871,"Spontaneous rupture of other tendons, right ankle and foot",M66.87,6,
M66.872,"Spontaneous rupture of other tendons, left ankle and foot",M66.87,6,
M66.879,"Spontaneous rupture of other tendons, unspecified ankle and foot",M66.87,6,
M66.88,"Spontaneous rupture of other tendons, other sites",M66.8,5,
M66.89,"Spontaneous rupture of other tendons, multiple sites",M66.8,5,
M66.9,Spontaneous rupture of unspecified tendon,M66,4,"Rupture at musculotendinous junction, nontraumatic"
M67,Other disorders of synovium and tendon,SECTION_M65-M67,3,
M67.0,Short Achilles tendon (acquired),M67,4,
M67.00,"Short Achilles tendon (acquired), unspecified ankle",M67.0,5,
M67.01,"Short Achilles tendon (acquired), right ankle",M67.0,5,
M67.02,"Short Achilles tendon (acquired), left ankle",M67.0,5,
M67.2,"Synovial hypertrophy, not elsewhere classified",M67,4,
M67.20,"Synovial hypertrophy, not elsewhere classified, unspecified site",M67.2,5,
M67.21,"Synovial hypertrophy, not elsewhere classified, shoulder",M67.2,5,
M67.211,"Synovial hypertrophy, not elsewhere classified, right shoulder",M67.21,6,
M67.212,"Synovial hypertrophy, not elsewhere classified, left shoulder",M67.21,6,
M67.219,"Synovial hypertrophy, not elsewhere classified, unspecified shoulder",M67.21,6,
M67.22,"Synovial hypertrophy, not elsewhere classified, upper arm",M67.2,5,
M67.221,"Synovial hypertrophy, not elsewhere classified, right upper arm",M67.22,6,
M67.222,"Synovial hypertrophy, not elsewhere classified, left upper arm",M67.22,6,
M67.229,"Synovial hypertrophy, not elsewhere classified, unspecified upper arm",M67.22,6,
M67.23,"Synovial hypertrophy, not elsewhere classified, forearm",M67.2,5,
M67.231,"Synovial hypertrophy, not elsewhere classified, right forearm",M67.23,6,
M67.232,"Synovial hypertrophy, not elsewhere classified, left forearm",M67.23,6,
M67.239,"Synovial hypertrophy, not elsewhere classified, unspecified forearm",M67.23,6,
M67.24,"Synovial hypertrophy, not elsewhere classified, hand",M67.2,5,
M67.241,"Synovial hypertrophy, not elsewhere classified, right hand",M67.24,6,
M67.242,"Synovial hypertrophy, not elsewhere classified, left hand",M67.24,6,
M67.249,"Synovial hypertrophy, not elsewhere classified, unspecified hand",M67.24,6,
M67.25,"Synovial hypertrophy, not elsewhere classified, thigh",M67.2,5,
M67.251,"Synovial hypertrophy, not elsewhere classified, right thigh",M67.25,6,
M67.252,"Synovial hypertrophy, not elsewhere classified, left thigh",M67.25,6,
M67.259,"Synovial hypertrophy, not elsewhere classified, unspecified thigh",M67.25,6,
M67.26,"Synovial hypertrophy, not elsewhere classified, lower leg",M67.2,5,
M67.261,"Synovial hypertrophy, not elsewhere classified, right lower leg",M67.26,6,
M67.262,"Synovial hypertrophy, not elsewhere classified, left lower leg",M67.26,6,
M67.269,"Synovial hypertrophy, not elsewhere classified, unspecified lower leg",M67.26,6,
M67.27,"Synovial hypertrophy, not elsewhere classified, ankle and foot",M67.2,5,
M67.271,"Synovial hypertrophy, not elsewhere classified, right ankle and foot",M67.27,6,
M67.272,"Synovial hypertrophy, not elsewhere classified, left ankle and foot",M67.27,6,
M67.279,"Synovial hypertrophy, not elsewhere classified, unspecified ankle and foot",M67.27,6,
M67.28,"Synovial hypertrophy, not elsewhere classified, other site",M67.2,5,
M67.29,"Synovial hypertrophy, not elsewhere classified, multiple sites",M67.2,5,
M67.3,Transient synovitis,M67,4,Toxic synovitis
M67.30,"Transient synovitis, unspecified site",M67.3,5,
M67.31,"Transient synovitis, shoulder",M67.3,5,
M67.311,"Transient synovitis, right shoulder",M67.31,6,
M67.312,"Transient synovitis, left shoulder",M67.31,6,
M67.319,"Transient synovitis, unspecified shoulder",M67.31,6,
M67.32,"Transient synovitis, elbow",M67.3,5,
M67.321,"Transient synovitis, right elbow",M67.32,6,
M67.322,"Transient synovitis, left elbow",M67.32,6,
M67.329,"Transient synovitis, unspecified elbow",M67.32,6,
M67.33,"Transient synovitis, wrist",M67.3,5,
M67.331,"Transient synovitis, right wrist",M67.33,6,
M67.332,"Transient synovitis, left wrist",M67.33,6,
M67.339,"Transient synovitis, unspecified wrist",M67.33,6,
M67.34,"Transient synovitis, hand",M67.3,5,
M67.341,"Transient synovitis, right hand",M67.34,6,
M67.342,"Transient synovitis, left hand",M67.34,6,
M67.349,"Transient synovitis, unspecified hand",M67.34,6,
M67.35,"Transient synovitis, hip",M67.3,5,
M67.351,"Transient synovitis, right hip",M67.35,6,
M67.352,"Transient synovitis, left hip",M67.35,6,
M67.359,"Transient synovitis, unspecified hip",M67.35,6,
M67.36,"Transient synovitis, knee",M67.3,5,
M67.361,"Transient synovitis, right knee",M67.36,6,
M67.362,"Transient synovitis, left knee",M67.36,6,
M67.369,"Transient synovitis, unspecified knee",M67.36,6,
M67.37,"Transient synovitis, ankle and foot",M67.3,5,
M67.371,"Transient synovitis, right ankle and foot",M67.37,6,
M67.372,"Transient synovitis, left ankle and foot",M67.37,6,
M67.379,"Transient synovitis, unspecified ankle and foot",M67.37,6,
M67.38,"Transient synovitis, other site",M67.3,5,
M67.39,"Transient synovitis, multiple sites",M67.3,5,
M67.4,Ganglion,M67,4,Ganglion of joint or tendon (sheath)
M67.40,"Ganglion, unspecified site",M67.4,5,
M67.41,"Ganglion, shoulder",M67.4,5,
M67.411,"Ganglion, right shoulder",M67.41,6,
M67.412,"Ganglion, left shoulder",M67.41,6,
M67.419,"Ganglion, unspecified shoulder",M67.41,6,
M67.42,"Ganglion, elbow",M67.4,5,
M67.421,"Ganglion, right elbow",M67.42,6,
M67.422,"Ganglion, left elbow",M67.42,6,
M67.429,"Ganglion, unspecified elbow",M67.42,6,
M67.43,"Ganglion, wrist",M67.4,5,
M67.431,"Ganglion, right wrist",M67.43,6,
M67.432,"Ganglion, left wrist",M67.43,6,
M67.439,"Ganglion, unspecified wrist",M67.43,6,
M67.44,"Ganglion, hand",M67.4,5,
M67.441,"Ganglion, right hand",M67.44,6,
M67.442,"Ganglion, left hand",M67.44,6,
M67.449,"Ganglion, unspecified hand",M67.44,6,
M67.45,"Ganglion, hip",M67.4,5,
M67.451,"Ganglion, right hip",M67.45,6,
M67.452,"Ganglion, left hip",M67.45,6,
M67.459,"Ganglion, unspecified hip",M67.45,6,
M67.46,"Ganglion, knee",M67.4,5,
M67.461,"Ganglion, right knee",M67.46,6,
M67.462,"Ganglion, left knee",M67.46,6,
M67.469,"Ganglion, unspecified knee",M67.46,6,
M67.47,"Ganglion, ankle and foot",M67.4,5,
M67.471,"Ganglion, right ankle and foot",M67.47,6,
M67.472,"Ganglion, left ankle and foot",M67.47,6,
M67.479,"Ganglion, unspecified ankle and foot",M67.47,6,
M67.48,"Ganglion, other site",M67.4,5,
M67.49,"Ganglion, multiple sites",M67.4,5,
M67.5,Plica syndrome,M67,4,Plica knee
M67.50,"Plica syndrome, unspecified knee",M67.5,5,
M67.51,"Plica syndrome, right knee",M67.5,5,
M67.52,"Plica syndrome, left knee",M67.5,5,
M67.8,Other specified disorders of synovium and tendon,M67,4,
M67.80,"Other specified disorders of synovium and tendon, unspecified site",M67.8,5,
M67.81,"Other specified disorders of synovium and tendon, shoulder",M67.8,5,
M67.811,"Other specified disorders of synovium, right shoulder",M67.81,6,
M67.812,"Other specified disorders of synovium, left shoulder",M67.81,6,
M67.813,"Other specified disorders of tendon, right shoulder",M67.81,6,
M67.814,"Other specified disorders of tendon, left shoulder",M67.81,6,
M67.819,"Other specified disorders of synovium and tendon, unspecified shoulder",M67.81,6,
M67.82,"Other specified disorders of synovium and tendon, elbow",M67.8,5,
M67.821,"Other specified disorders of synovium, right elbow",M67.82,6,
M67.822,"Other specified disorders of synovium, left elbow",M67.82,6,
M67.823,"Other specified disorders of tendon, right elbow",M67.82,6,
M67.824,"Other specified disorders of tendon, left elbow",M67.82,6,
M67.829,"Other specified disorders of synovium and tendon, unspecified elbow",M67.82,6,
M67.83,"Other specified disorders of synovium and tendon, wrist",M67.8,5,
M67.831,"Other specified disorders of synovium, right wrist",M67.83,6,
M67.832,"Other specified disorders of synovium, left wrist",M67.83,6,
M67.833,"Other specified disorders of tendon, right wrist",M67.83,6,
M67.834,"Other specified disorders of tendon, left wrist",M67.83,6,
M67.839,"Other specified disorders of synovium and tendon, unspecified wrist",M67.83,6,
M67.84,"Other specified disorders of synovium and tendon, hand",M67.8,5,
M67.841,"Other specified disorders of synovium, right hand",M67.84,6,
M67.842,"Other specified disorders of synovium, left hand",M67.84,6,
M67.843,"Other specified disorders of tendon, right hand",M67.84,6,
M67.844,"Other specified disorders of tendon, left hand",M67.84,6,
M67.849,"Other specified disorders of synovium and tendon, unspecified hand",M67.84,6,
M67.85,"Other specified disorders of synovium and tendon, hip",M67.8,5,
M67.851,"Other specified disorders of synovium, right hip",M67.85,6,
M67.852,"Other specified disorders of synovium, left hip",M67.85,6,
M67.853,"Other specified disorders of tendon, right hip",M67.85,6,
M67.854,"Other specified disorders of tendon, left hip",M67.85,6,
M67.859,"Other specified disorders of synovium and tendon, unspecified hip",M67.85,6,
M67.86,"Other specified disorders of synovium and tendon, knee",M67.8,5,
M67.861,"Other specified disorders of synovium, right knee",M67.86,6,
M67.862,"Other specified disorders of synovium, left knee",M67.86,6,
M67.863,"Other specified disorders of tendon, right knee",M67.86,6,
M67.864,"Other specified disorders of tendon, left knee",M67.86,6,
M67.869,"Other specified disorders of synovium and tendon, unspecified knee",M67.86,6,
M67.87,"Other specified disorders of synovium and tendon, ankle and foot",M67.8,5,
M67.871,"Other specified disorders of synovium, right ankle and foot",M67.87,6,
M67.872,"Other specified disorders of synovium, left ankle and foot",M67.87,6,
M67.873,"Other specified disorders of tendon, right ankle and foot",M67.87,6,
M67.874,"Other specified disorders of tendon, left ankle and foot",M67.87,6,
M67.879,"Other specified disorders of synovium and tendon, unspecified ankle and foot",M67.87,6,
M67.88,"Other specified disorders of synovium and tendon, other site",M67.8,5,
M67.89,"Other specified disorders of synovium and tendon, multiple sites",M67.8,5,
M67.9,Unspecified disorder of synovium and tendon,M67,4,
M67.90,"Unspecified disorder of synovium and tendon, unspecified site",M67.9,5,
M67.91,"Unspecified disorder of synovium and tendon, shoulder",M67.9,5,
M67.911,"Unspecified disorder of synovium and tendon, right shoulder",M67.91,6,
M67.912,"Unspecified disorder of synovium and tendon, left shoulder",M67.91,6,
M67.919,"Unspecified disorder of synovium and tendon, unspecified shoulder",M67.91,6,
M67.92,"Unspecified disorder of synovium and tendon, upper arm",M67.9,5,
M67.921,"Unspecified disorder of synovium and tendon, right upper arm",M67.92,6,
M67.922,"Unspecified disorder of synovium and tendon, left upper arm",M67.92,6,
M67.929,"Unspecified disorder of synovium and tendon, unspecified upper arm",M67.92,6,
M67.93,"Unspecified disorder of synovium and tendon, forearm",M67.9,5,
M67.931,"Unspecified disorder of synovium and tendon, right forearm",M67.93,6,
M67.932,"Unspecified disorder of synovium and tendon, left forearm",M67.93,6,
M67.939,"Unspecified disorder of synovium and tendon, unspecified forearm",M67.93,6,
M67.94,"Unspecified disorder of synovium and tendon, hand",M67.9,5,
M67.941,"Unspecified disorder of synovium and tendon, right hand",M67.94,6,
M67.942,"Unspecified disorder of synovium and tendon, left hand",M67.94,6,
M67.949,"Unspecified disorder of synovium and tendon, unspecified hand",M67.94,6,
M67.95,"Unspecified disorder of synovium and tendon, thigh",M67.9,5,
M67.951,"Unspecified disorder of synovium and tendon, right thigh",M67.95,6,
M67.952,"Unspecified disorder of synovium and tendon, left thigh",M67.95,6,
M67.959,"Unspecified disorder of synovium and tendon, unspecified thigh",M67.95,6,
M67.96,"Unspecified disorder of synovium and tendon, lower leg",M67.9,5,
M67.961,"Unspecified disorder of synovium and tendon, right lower leg",M67.96,6,
M67.962,"Unspecified disorder of synovium and tendon, left lower leg",M67.96,6,
M67.969,"Unspecified disorder of synovium and tendon, unspecified lower leg",M67.96,6,
M67.97,"Unspecified disorder of synovium and tendon, ankle and foot",M67.9,5,
M67.971,"Unspecified disorder of synovium and tendon, right ankle and foot",M67.97,6,
M67.972,"Unspecified disorder of synovium and tendon, left ankle and foot",M67.97,6,
M67.979,"Unspecified disorder of synovium and tendon, unspecified ankle and foot",M67.97,6,
M67.98,"Unspecified disorder of synovium and tendon, other site",M67.9,5,
M67.99,"Unspecified disorder of synovium and tendon, multiple sites",M67.9,5,
SECTION_M70-M79,Other soft tissue disorders (M70-M79),CHAPTER_13,2,
M70,"Soft tissue disorders related to use, overuse and pressure",SECTION_M70-M79,3,
M70.0,Crepitant synovitis (acute) (chronic) of hand and wrist,M70,4,
M70.03,"Crepitant synovitis (acute) (chronic), wrist",M70.0,5,
M70.031,"Crepitant synovitis (acute) (chronic), right wrist",M70.03,6,
M70.032,"Crepitant synovitis (acute) (chronic), left wrist",M70.03,6,
M70.039,"Crepitant synovitis (acute) (chronic), unspecified wrist",M70.03,6,
M70.04,"Crepitant synovitis (acute) (chronic), hand",M70.0,5,
M70.041,"Crepitant synovitis (acute) (chronic), right hand",M70.04,6,
M70.042,"Crepitant synovitis (acute) (chronic), left hand",M70.04,6,
M70.049,"Crepitant synovitis (acute) (chronic), unspecified hand",M70.04,6,
M70.1,Bursitis of hand,M70,4,
M70.10,"Bursitis, unspecified hand",M70.1,5,
M70.11,"Bursitis, right hand",M70.1,5,
M70.12,"Bursitis, left hand",M70.1,5,
M70.2,Olecranon bursitis,M70,4,
M70.20,"Olecranon bursitis, unspecified elbow",M70.2,5,
M70.21,"Olecranon bursitis, right elbow",M70.2,5,
M70.22,"Olecranon bursitis, left elbow",M70.2,5,
M70.3,Other bursitis of elbow,M70,4,
M70.30,"Other bursitis of elbow, unspecified elbow",M70.3,5,
M70.31,"Other bursitis of elbow, right elbow",M70.3,5,
M70.32,"Other bursitis of elbow, left elbow",M70.3,5,
M70.4,Prepatellar bursitis,M70,4,
M70.40,"Prepatellar bursitis, unspecified knee",M70.4,5,
M70.41,"Prepatellar bursitis, right knee",M70.4,5,
M70.42,"Prepatellar bursitis, left knee",M70.4,5,
M70.5,Other bursitis of knee,M70,4,
M70.50,"Other bursitis of knee, unspecified knee",M70.5,5,
M70.51,"Other bursitis of knee, right knee",M70.5,5,
M70.52,"Other bursitis of knee, left knee",M70.5,5,
M70.6,Trochanteric bursitis,M70,4,Trochanteric tendinitis
M70.60,"Trochanteric bursitis, unspecified hip",M70.6,5,
M70.61,"Trochanteric bursitis, right hip",M70.6,5,
M70.62,"Trochanteric bursitis, left hip",M70.6,5,
M70.7,Other bursitis of hip,M70,4,Ischial bursitis
M70.70,"Other bursitis of hip, unspecified hip",M70.7,5,
M70.71,"Other bursitis of hip, right hip",M70.7,5,
M70.72,"Other bursitis of hip, left hip",M70.7,5,
M70.8,"Other soft tissue disorders related to use, overuse and pressure",M70,4,
M70.80,"Other soft tissue disorders related to use, overuse and pressure of unspecified site",M70.8,5,
M70.81,"Other soft tissue disorders related to use, overuse and pressure of shoulder",M70.8,5,
M70.811,"Other soft tissue disorders related to use, overuse and pressure, right shoulder",M70.81,6,
M70.812,"Other soft tissue disorders related to use, overuse and pressure, left shoulder",M70.81,6,
M70.819,"Other soft tissue disorders related to use, overuse and pressure, unspecified shoulder",M70.81,6,
M70.82,"Other soft tissue disorders related to use, overuse and pressure of upper arm",M70.8,5,
M70.821,"Other soft tissue disorders related to use, overuse and pressure, right upper arm",M70.82,6,
M70.822,"Other soft tissue disorders related to use, overuse and pressure, left upper arm",M70.82,6,
M70.829,"Other soft tissue disorders related to use, overuse and pressure, unspecified upper arms",M70.82,6,
M70.83,"Other soft tissue disorders related to use, overuse and pressure of forearm",M70.8,5,
M70.831,"Other soft tissue disorders related to use, overuse and pressure, right forearm",M70.83,6,
M70.832,"Other soft tissue disorders related to use, overuse and pressure, left forearm",M70.83,6,
M70.839,"Other soft tissue disorders related to use, overuse and pressure, unspecified forearm",M70.83,6,
M70.84,"Other soft tissue disorders related to use, overuse and pressure of hand",M70.8,5,
M70.841,"Other soft tissue disorders related to use, overuse and pressure, right hand",M70.84,6,
M70.842,"Other soft tissue disorders related to use, overuse and pressure, left hand",M70.84,6,
M70.849,"Other soft tissue disorders related to use, overuse and pressure, unspecified hand",M70.84,6,
M70.85,"Other soft tissue disorders related to use, overuse and pressure of thigh",M70.8,5,
M70.851,"Other soft tissue disorders related to use, overuse and pressure, right thigh",M70.85,6,
M70.852,"Other soft tissue disorders related to use, overuse and pressure, left thigh",M70.85,6,
M70.859,"Other soft tissue disorders related to use, overuse and pressure, unspecified thigh",M70.85,6,
M70.86,"Other soft tissue disorders related to use, overuse and pressure lower leg",M70.8,5,
M70.861,"Other soft tissue disorders related to use, overuse and pressure, right lower leg",M70.86,6,
M70.862,"Other soft tissue disorders related to use, overuse and pressure, left lower leg",M70.86,6,
M70.869,"Other soft tissue disorders related to use, overuse and pressure, unspecified leg",M70.86,6,
M70.87,"Other soft tissue disorders related to use, overuse and pressure of ankle and foot",M70.8,5,
M70.871,"Other soft tissue disorders related to use, overuse and pressure, right ankle and foot",M70.87,6,
M70.872,"Other soft tissue disorders related to use, overuse and pressure, left ankle and foot",M70.87,6,
M70.879,"Other soft tissue disorders related to use, overuse and pressure, unspecified ankle and foot",M70.87,6,
M70.88,"Other soft tissue disorders related to use, overuse and pressure other site",M70.8,5,
M70.89,"Other soft tissue disorders related to use, overuse and pressure multiple sites",M70.8,5,
M70.9,"Unspecified soft tissue disorder related to use, overuse and pressure",M70,4,
M70.90,"Unspecified soft tissue disorder related to use, overuse and pressure of unspecified site",M70.9,5,
M70.91,"Unspecified soft tissue disorder related to use, overuse and pressure of shoulder",M70.9,5,
M70.911,"Unspecified soft tissue disorder related to use, overuse and pressure, right shoulder",M70.91,6,
M70.912,"Unspecified soft tissue disorder related to use, overuse and pressure, left shoulder",M70.91,6,
M70.919,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified shoulder",M70.91,6,
M70.92,"Unspecified soft tissue disorder related to use, overuse and pressure of upper arm",M70.9,5,
M70.921,"Unspecified soft tissue disorder related to use, overuse and pressure, right upper arm",M70.92,6,
M70.922,"Unspecified soft tissue disorder related to use, overuse and pressure, left upper arm",M70.92,6,
M70.929,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified upper arm",M70.92,6,
M70.93,"Unspecified soft tissue disorder related to use, overuse and pressure of forearm",M70.9,5,
M70.931,"Unspecified soft tissue disorder related to use, overuse and pressure, right forearm",M70.93,6,
M70.932,"Unspecified soft tissue disorder related to use, overuse and pressure, left forearm",M70.93,6,
M70.939,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified forearm",M70.93,6,
M70.94,"Unspecified soft tissue disorder related to use, overuse and pressure of hand",M70.9,5,
M70.941,"Unspecified soft tissue disorder related to use, overuse and pressure, right hand",M70.94,6,
M70.942,"Unspecified soft tissue disorder related to use, overuse and pressure, left hand",M70.94,6,
M70.949,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified hand",M70.94,6,
M70.95,"Unspecified soft tissue disorder related to use, overuse and pressure of thigh",M70.9,5,
M70.951,"Unspecified soft tissue disorder related to use, overuse and pressure, right thigh",M70.95,6,
M70.952,"Unspecified soft tissue disorder related to use, overuse and pressure, left thigh",M70.95,6,
M70.959,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified thigh",M70.95,6,
M70.96,"Unspecified soft tissue disorder related to use, overuse and pressure lower leg",M70.9,5,
M70.961,"Unspecified soft tissue disorder related to use, overuse and pressure, right lower leg",M70.96,6,
M70.962,"Unspecified soft tissue disorder related to use, overuse and pressure, left lower leg",M70.96,6,
M70.969,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified lower leg",M70.96,6,
M70.97,"Unspecified soft tissue disorder related to use, overuse and pressure of ankle and foot",M70.9,5,
M70.971,"Unspecified soft tissue disorder related to use, overuse and pressure, right ankle and foot",M70.97,6,
M70.972,"Unspecified soft tissue disorder related to use, overuse and pressure, left ankle and foot",M70.97,6,
M70.979,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified ankle and foot",M70.97,6,
M70.98,"Unspecified soft tissue disorder related to use, overuse and pressure other",M70.9,5,
M70.99,"Unspecified soft tissue disorder related to use, overuse and pressure multiple sites",M70.9,5,
M71,Other bursopathies,SECTION_M70-M79,3,
M71.0,Abscess of bursa,M71,4,
M71.00,"Abscess of bursa, unspecified site",M71.0,5,
M71.01,"Abscess of bursa, shoulder",M71.0,5,
M71.011,"Abscess of bursa, right shoulder",M71.01,6,
M71.012,"Abscess of bursa, left shoulder",M71.01,6,
M71.019,"Abscess of bursa, unspecified shoulder",M71.01,6,
M71.02,"Abscess of bursa, elbow",M71.0,5,
M71.021,"Abscess of bursa, right elbow",M71.02,6,
M71.022,"Abscess of bursa, left elbow",M71.02,6,
M71.029,"Abscess of bursa, unspecified elbow",M71.02,6,
M71.03,"Abscess of bursa, wrist",M71.0,5,
M71.031,"Abscess of bursa, right wrist",M71.03,6,
M71.032,"Abscess of bursa, left wrist",M71.03,6,
M71.039,"Abscess of bursa, unspecified wrist",M71.03,6,
M71.04,"Abscess of bursa, hand",M71.0,5,
M71.041,"Abscess of bursa, right hand",M71.04,6,
M71.042,"Abscess of bursa, left hand",M71.04,6,
M71.049,"Abscess of bursa, unspecified hand",M71.04,6,
M71.05,"Abscess of bursa, hip",M71.0,5,
M71.051,"Abscess of bursa, right hip",M71.05,6,
M71.052,"Abscess of bursa, left hip",M71.05,6,
M71.059,"Abscess of bursa, unspecified hip",M71.05,6,
M71.06,"Abscess of bursa, knee",M71.0,5,
M71.061,"Abscess of bursa, right knee",M71.06,6,
M71.062,"Abscess of bursa, left knee",M71.06,6,
M71.069,"Abscess of bursa, unspecified knee",M71.06,6,
M71.07,"Abscess of bursa, ankle and foot",M71.0,5,
M71.071,"Abscess of bursa, right ankle and foot",M71.07,6,
M71.072,"Abscess of bursa, left ankle and foot",M71.07,6,
M71.079,"Abscess of bursa, unspecified ankle and foot",M71.07,6,
M71.08,"Abscess of bursa, other site",M71.0,5,
M71.09,"Abscess of bursa, multiple sites",M71.0,5,
M71.1,Other infective bursitis,M71,4,
M71.10,"Other infective bursitis, unspecified site",M71.1,5,
M71.11,"Other infective bursitis, shoulder",M71.1,5,
M71.111,"Other infective bursitis, right shoulder",M71.11,6,
M71.112,"Other infective bursitis, left shoulder",M71.11,6,
M71.119,"Other infective bursitis, unspecified shoulder",M71.11,6,
M71.12,"Other infective bursitis, elbow",M71.1,5,
M71.121,"Other infective bursitis, right elbow",M71.12,6,
M71.122,"Other infective bursitis, left elbow",M71.12,6,
M71.129,"Other infective bursitis, unspecified elbow",M71.12,6,
M71.13,"Other infective bursitis, wrist",M71.1,5,
M71.131,"Other infective bursitis, right wrist",M71.13,6,
M71.132,"Other infective bursitis, left wrist",M71.13,6,
M71.139,"Other infective bursitis, unspecified wrist",M71.13,6,
M71.14,"Other infective bursitis, hand",M71.1,5,
M71.141,"Other infective bursitis, right hand",M71.14,6,
M71.142,"Other infective bursitis, left hand",M71.14,6,
M71.149,"Other infective bursitis, unspecified hand",M71.14,6,
M71.15,"Other infective bursitis, hip",M71.1,5,
M71.151,"Other infective bursitis, right hip",M71.15,6,
M71.152,"Other infective bursitis, left hip",M71.15,6,
M71.159,"Other infective bursitis, unspecified hip",M71.15,6,
M71.16,"Other infective bursitis, knee",M71.1,5,
M71.161,"Other infective bursitis, right knee",M71.16,6,
M71.162,"Other infective bursitis, left knee",M71.16,6,
M71.169,"Other infective bursitis, unspecified knee",M71.16,6,
M71.17,"Other infective bursitis, ankle and foot",M71.1,5,
M71.171,"Other infective bursitis, right ankle and foot",M71.17,6,
M71.172,"Other infective bursitis, left ankle and foot",M71.17,6,
M71.179,"Other infective bursitis, unspecified ankle and foot",M71.17,6,
M71.18,"Other infective bursitis, other site",M71.1,5,
M71.19,"Other infective bursitis, multiple sites",M71.1,5,
M71.2,Synovial cyst of popliteal space [Baker],M71,4,
M71.20,"Synovial cyst of popliteal space [Baker], unspecified knee",M71.2,5,
M71.21,"Synovial cyst of popliteal space [Baker], right knee",M71.2,5,
M71.22,"Synovial cyst of popliteal space [Baker], left knee",M71.2,5,
M71.3,Other bursal cyst,M71,4,Synovial cyst NOS
M71.30,"Other bursal cyst, unspecified site",M71.3,5,
M71.31,"Other bursal cyst, shoulder",M71.3,5,
M71.311,"Other bursal cyst, right shoulder",M71.31,6,
M71.312,"Other bursal cyst, left shoulder",M71.31,6,
M71.319,"Other bursal cyst, unspecified shoulder",M71.31,6,
M71.32,"Other bursal cyst, elbow",M71.3,5,
M71.321,"Other bursal cyst, right elbow",M71.32,6,
M71.322,"Other bursal cyst, left elbow",M71.32,6,
M71.329,"Other bursal cyst, unspecified elbow",M71.32,6,
M71.33,"Other bursal cyst, wrist",M71.3,5,
M71.331,"Other bursal cyst, right wrist",M71.33,6,
M71.332,"Other bursal cyst, left wrist",M71.33,6,
M71.339,"Other bursal cyst, unspecified wrist",M71.33,6,
M71.34,"Other bursal cyst, hand",M71.3,5,
M71.341,"Other bursal cyst, right hand",M71.34,6,
M71.342,"Other bursal cyst, left hand",M71.34,6,
M71.349,"Other bursal cyst, unspecified hand",M71.34,6,
M71.35,"Other bursal cyst, hip",M71.3,5,
M71.351,"Other bursal cyst, right hip",M71.35,6,
M71.352,"Other bursal cyst, left hip",M71.35,6,
M71.359,"Other bursal cyst, unspecified hip",M71.35,6,
M71.37,"Other bursal cyst, ankle and foot",M71.3,5,
M71.371,"Other bursal cyst, right ankle and foot",M71.37,6,
M71.372,"Other bursal cyst, left ankle and foot",M71.37,6,
M71.379,"Other bursal cyst, unspecified ankle and foot",M71.37,6,
M71.38,"Other bursal cyst, other site",M71.3,5,
M71.39,"Other bursal cyst, multiple sites",M71.3,5,
M71.4,Calcium deposit in bursa,M71,4,
M71.40,"Calcium deposit in bursa, unspecified site",M71.4,5,
M71.42,"Calcium deposit in bursa, elbow",M71.4,5,
M71.421,"Calcium deposit in bursa, right elbow",M71.42,6,
M71.422,"Calcium deposit in bursa, left elbow",M71.42,6,
M71.429,"Calcium deposit in bursa, unspecified elbow",M71.42,6,
M71.43,"Calcium deposit in bursa, wrist",M71.4,5,
M71.431,"Calcium deposit in bursa, right wrist",M71.43,6,
M71.432,"Calcium deposit in bursa, left wrist",M71.43,6,
M71.439,"Calcium deposit in bursa, unspecified wrist",M71.43,6,
M71.44,"Calcium deposit in bursa, hand",M71.4,5,
M71.441,"Calcium deposit in bursa, right hand",M71.44,6,
M71.442,"Calcium deposit in bursa, left hand",M71.44,6,
M71.449,"Calcium deposit in bursa, unspecified hand",M71.44,6,
M71.45,"Calcium deposit in bursa, hip",M71.4,5,
M71.451,"Calcium deposit in bursa, right hip",M71.45,6,
M71.452,"Calcium deposit in bursa, left hip",M71.45,6,
M71.459,"Calcium deposit in bursa, unspecified hip",M71.45,6,
M71.46,"Calcium deposit in bursa, knee",M71.4,5,
M71.461,"Calcium deposit in bursa, right knee",M71.46,6,
M71.462,"Calcium deposit in bursa, left knee",M71.46,6,
M71.469,"Calcium deposit in bursa, unspecified knee",M71.46,6,
M71.47,"Calcium deposit in bursa, ankle and foot",M71.4,5,
M71.471,"Calcium deposit in bursa, right ankle and foot",M71.47,6,
M71.472,"Calcium deposit in bursa, left ankle and foot",M71.47,6,
M71.479,"Calcium deposit in bursa, unspecified ankle and foot",M71.47,6,
M71.48,"Calcium deposit in bursa, other site",M71.4,5,
M71.49,"Calcium deposit in bursa, multiple sites",M71.4,5,
M71.5,"Other bursitis, not elsewhere classified",M71,4,
M71.50,"Other bursitis, not elsewhere classified, unspecified site",M71.5,5,
M71.52,"Other bursitis, not elsewhere classified, elbow",M71.5,5,
M71.521,"Other bursitis, not elsewhere classified, right elbow",M71.52,6,
M71.522,"Other bursitis, not elsewhere classified, left elbow",M71.52,6,
